# 文件说明: 最终大矩阵结构特征与性能指标合并表，用于解释性能差异。
# CSV格式: 注释行以#开头；随后第一行是字段名；第二行是中文字段说明；第三行开始是数据
# 维护命令: python3 scripts/annotate_results_csv.py
matrix,n,nnz,diag_filled,diag_ratio,diag_class,avg_row_nnz,max_row_nnz,num_levels,avg_parallelism,max_level_width,fastest_solve_method,fastest_total100_method,hcl_vs_cusparse_solve_speedup,hcl_vs_split_solve_speedup,hcl_vs_cusparse_total100_speedup,hcl_vs_split_total100_speedup,cusparse_spsv_analysis_ms,cusparse_spsv_solve_ms,cusparse_spsv_total_1_ms,cusparse_spsv_total_10_ms,cusparse_spsv_total_100_ms,mkl_analysis_ms,mkl_solve_ms,mkl_total_1_ms,mkl_total_10_ms,mkl_total_100_ms,hcl_fing_analysis_ms,hcl_fing_solve_ms,hcl_fing_total_1_ms,hcl_fing_total_10_ms,hcl_fing_total_100_ms,split_sptrsv_analysis_ms,split_sptrsv_solve_ms,split_sptrsv_total_1_ms,split_sptrsv_total_10_ms,split_sptrsv_total_100_ms
矩阵名,矩阵维度,lower CSR非零元数,补对角数量,补对角数量占矩阵维度比例,补对角比例分组,平均每行非零元数量,最大行非零元数量,层级数量,平均层级并行度,最大层宽,求解时间最快方法,百次总时间最快方法,HCL相对cuSPARSE求解加速比,HCL相对Split求解加速比,HCL相对cuSPARSE百次总时间加速比,HCL相对Split百次总时间加速比,cuSPARSE分析时间ms,cuSPARSE求解时间ms,cuSPARSE一次求解总时间ms,cuSPARSE十次求解总时间ms,cuSPARSE百次求解总时间ms,MKL分析时间ms,MKL求解时间ms,MKL一次求解总时间ms,MKL十次求解总时间ms,MKL百次总时间ms,HCL-Fing分析时间ms,HCL-Fing求解时间ms,HCL-Fing一次求解总时间ms,HCL-Fing十次求解总时间ms,HCL-Fing百次求解总时间ms,Split_SpTRSV分析时间ms,Split_SpTRSV求解时间ms,Split_SpTRSV一次求解总时间ms,Split_SpTRSV十次求解总时间ms,Split_SpTRSV百次求解总时间ms
ACTIVSg70K,69999,154313,0,0,none,2.2045,12,17,4117.59,20287,hcl_fing,hcl_fing,1.19716178608,2.88027431713,1.34825381735,3.38804878097,1.7529439926147461,0.063439998775720596,1.8163839913904667,2.3873439803719521,8.0969438701868057,1.3941394999999996,0.30414049999999904,1.6982799999999987,4.43554449999999,31.808189499999905,0.70630401372909546,0.052992001175880432,0.75929601490497589,1.2362240254878998,6.0055041313171387,5.0837909512338229,0.15263150000001247,5.2364224512338353,6.6101059512339475,20.346940951235069
hcircuit,105676,309410,48,0.000454218554828,low_0_to_1pct,2.92791,5,23,4594.61,30331,hcl_fing,hcl_fing,1.23202051142,2.77734364023,1.35354112657,3.26041843172,2.1350240707397461,0.092096000909805298,2.2271200716495514,3.0559840798377991,11.344624161720276,1.5127500000000014,0.15943749999999923,1.6721875000000006,3.1071249999999937,17.456499999999924,0.90624001622200012,0.074752002954483032,0.98099201917648315,1.6537600457668304,8.3814403116703033,6.5658024765434675,0.20761199999999747,6.773414476543465,8.6419224765434421,27.327002476543214
a5esindl,60008,170008,25004,0.416677776296,high_gt_1pct,2.83309,5004,3,20002.7,30004,mkl,mkl,1.55421679882,1.08775533132,1.84334099871,1.18002011226,4.8834559917449951,0.13209599256515503,5.0155519843101501,6.2044159173965454,18.093055248260498,0.25608150000000052,0.080126500000001322,0.33620800000000184,1.0573465000000137,8.2687315000001327,1.3161599636077881,0.084991998970508575,1.4011519625782967,2.1660799533128738,9.8153598606586456,2.3372720446786843,0.092450499999998215,2.4297225446786825,3.2617770446786665,11.582322044678506
aug3dcqp,35543,85829,8000,0.225079481192,high_gt_1pct,2.41479,10,2,17771.5,27543,cusparse_spsv,hcl_fing,0.942042305992,2.7072935547,1.18990249013,2.91007831609,1.5051040053367615,0.032767999917268753,1.5378720052540302,1.832784004509449,4.7819039970636368,0.26114349999999975,0.040536499999999975,0.30167999999999973,0.6665084999999995,4.3147934999999968,0.54033598303794861,0.034784000366926193,0.5751199834048748,0.88817598670721054,4.0187360197305679,2.2777865491225384,0.094170499999997048,2.3719570491225355,3.2194915491225089,11.694836549122243
a2nnsnsl,80016,231123,35008,0.4375124975,high_gt_1pct,2.88846,5004,3,26672,40008,hcl_fing,hcl_fing,1.55191258482,1.46141241033,1.72237279401,1.51314439725,4.1000962257385254,0.14540800452232361,4.245504230260849,5.5541762709617615,18.640896677970886,0.38634799999999991,0.11896950000000039,0.50531750000000031,1.5760430000000039,12.283298000000039,1.4532000422477722,0.093696001917123795,1.546896044164896,2.3901600614190102,10.822800233960152,2.6836095366161317,0.13692849999999623,2.8205380366161279,4.052894536616094,16.376459536615755
m133-b3,200200,586229,200200,1,high_gt_1pct,2.92822,5,8,25025,88020,hcl_fing,hcl_fing,1.03861759541,2.88467790959,1.04630285634,3.59612905217,1.6077439785003662,0.11059200018644333,1.7183359786868095,2.7136639803647995,12.666943997144699,2.807208000000001,0.28835000000000122,3.0955580000000023,5.6907080000000132,31.642208000000124,1.4583839774131775,0.10647999867796898,1.5648639760911465,2.5231839641928673,12.106383845210075,12.820068662520498,0.30716049999995221,13.12722916252045,15.89167366252002,43.536118662515719
shar_te2-b3,200200,589261,200199,0.999995004995,high_gt_1pct,2.94336,5,8,25025,88025,hcl_fing,hcl_fing,1.14025975283,3.13664271864,1.14447439497,3.87556922963,1.69377601146698,0.11238399893045425,1.8061600103974342,2.8176160007715225,12.932175904512405,2.5026945000000005,0.29546050000000079,2.7981550000000013,5.4572995000000084,32.048744500000083,1.443664014339447,0.098559997975826263,1.5422240123152733,2.4292639940977097,11.299663811922073,12.877879374660552,0.30914749999999458,13.187026874660546,15.969354374660497,43.792629374660009
ss1,205282,525873,0,0,none,2.56171,6,147,1396.48,95978,hcl_fing,hcl_fing,1.13871949777,1.27007703855,1.15367698396,1.43972582338,2.2640160322189331,0.28684800863265991,2.550864040851593,5.1324961185455322,30.948816895484924,2.5819150000000004,0.36147349999999889,2.9433884999999993,6.1966499999999893,38.729264999999891,1.6358399987220764,0.25190401077270508,1.8877440094947815,4.1548801064491272,26.826241075992584,6.6286820212844759,0.31993749999998045,6.9486195212844564,9.8280570212842804,38.622432021282521
